id,name,comment,time
2383,Aizat Nsr,Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. 1 1  1 · Like · ·,2019-05-01T11:11:10Z
2384,Mikke von Giraffe,"And deals only exclusive to Android users, cuz Grab has ditched iPhone users from GrabPay And deals only exclusive to Android users, cuz Grab has ditched iPhone users from GrabPay And deals only exclusive to Android users, cuz has ditched iPhone users from GrabPay · Like · ·",2019-04-03T06:31:40Z
2385,Michael Koh,why there is no official guidelines yet from Grab regarding PSV to drivers? .... u told us to wait for u why there is no official guidelines yet from Grab regarding PSV to drivers? .... u told us to wait for u why there is no official guidelines yet from Grab regarding PSV to drivers? .... u told us to wait for u · Like · ·,2019-04-06T21:50:30Z
2386,Kent Lim,tomolo have no grab 12pm -7pm tomolo have no grab 12pm -7pm tomolo have no grab 12pm -7pm · Like · · ·,2019-04-04T04:56:03Z
2387,Leonard Foo,"When to make a public apology to the lady driver that Grab suspended without valid reason? Come on, do something. Whole Malaysian is watching this terrible company. When to make a public apology to the lady driver that Grab suspended without valid reason? Come on, do something. Whole Malaysian is watching this terrible company. When to make a public apology to the lady driver that Grab suspended without valid reason? Come on, do something. Whole Malaysian is watching this terrible company. 1 1  1 · Like · ·",2019-03-31T09:26:59Z
2388,Tu Es Cochon,ADR-162275106-8-033Ticket #76757167 ADR-162275106-8-033Ticket #76757167 ADR-162275106-8-033 Ticket #76757167 · Like · ·,2019-03-30T14:03:30Z
2389,Grab,Author  Hi there! We have responded to your PM. Thank you. Hi there! We have responded to your PM. Thank you. Hi there! We have responded to your PM. Thank you. · Like · ·,2019-03-30T14:45:03Z
2390,Asyraf Ahamed,https://m.facebook.com/story.php...Any information on this matter? https://m.facebook.com/story.php...Any information on this matter? Any information on this matter? · Like · ·,2019-04-01T04:06:57Z
2391,Grab,Author  Hi Asyraf! We are aware on this and our team are working very closely with the authorities. Thank you. Hi Asyraf! We are aware on this and our team are working very closely with the authorities. Thank you. Hi Asyraf! We are aware on this and our team are working very closely with the authorities. Thank you. · Like · ·,2019-04-01T05:39:37Z
2392,JJ Ant,"Took Grab car to and fro to Durain SS2 this afternoon.Managed to buy 7.5 Kg of Musang King durain for RM 160.00 paid by 2 accounts.The offer is around RM 20.00 per KG as not possible to get exactly 3 KG as weight varies in terms of sizes of each durainCould not order the 300 grams for RM 20.00 as it was sold out by 3.45 pm today.One's can only order if you are less than 7.5 km from DurainSS2 outlet.Musang King durain OK but still lose out to Thai Monthong and Golden Pillow durain.Will be in Bangkok next week for Thai durain which is still the best, follow by Musang King as alternative. Took Grab car to and fro to Durain SS2 this afternoon.Managed to buy 7.5 Kg of Musang King durain for RM 160.00 paid by 2 accounts.The offer is around RM 20.00 per KG as not possible to get exactly 3 KG as weight varies in terms of sizes of each durainCould not order the 300 grams for RM 20.00 as it was sold out by 3.45 pm today.One's can only order if you are less than 7.5 km from DurainSS2 outlet.Musang King durain OK but still lose out to Thai Monthong and Golden Pillow durain.Will be in Bangkok next week for Thai durain which is still the best, follow by Musang King as alternative. Took Grab car to and fro to Durain SS2 this afternoon.Managed to buy 7.5 Kg of Musang King durain for RM 160.00 paid by 2 accounts. Took Grab car to and fro to Durain SS2 this afternoon. Managed to buy 7.5 Kg of Musang King durain for RM 160.00 paid by 2 accounts. The offer is around RM 20.00 per KG as not possible to get exactly 3 KG as weight varies in terms of sizes of each durainCould not order the 300 grams for RM 20.00 as it was sold out by 3.45 pm today.One's can only order if you are less than 7.5 km from DurainSS2 outlet.Musang King durain OK but still lose out to Thai Monthong and Golden Pillow durain.Will be in Bangkok next week for Thai durain which is still the best, follow by Musang King as alternative. The offer is around RM 20.00 per KG as not possible to get exactly 3 KG as weight varies in terms of sizes of each durainCould not order the 300 grams for RM 20.00 as it was sold out by 3.45 pm today.One's can only order if you are less than 7.5 km from DurainSS2 outlet.Musang King durain OK but still lose out to Thai Monthong and Golden Pillow durain.Will be in Bangkok next week for Thai durain which is still the best, follow by Musang King as alternative. The offer is around RM 20.00 per KG as not possible to get exactly 3 KG as weight varies in terms of sizes of each durain Could not order the 300 grams for RM 20.00 as it was sold out by 3.45 pm today. One's can only order if you are less than 7.5 km from DurainSS2 outlet. Musang King durain OK but still lose out to Thai Monthong and Golden Pillow durain. Will be in Bangkok next week for Thai durain which is still the best, follow by Musang King as alternative. · Like · ·",2019-07-27T11:42:46Z
2393,Grab,"Author  Hi JJ. after the disappointment you've felt yesterday, we are glad to see that you have managed to join the promo. I believe the wait was indeed worthwhile since you have managed to purchase 7.5kg's of the illusive Musang King. Thank you so much for still supporting us despite yesterdays hiccup. 🙏 Hi JJ. after the disappointment you've felt yesterday, we are glad to see that you have managed to join the promo. I believe the wait was indeed worthwhile since you have managed to purchase 7.5kg's of the illusive Musang King. Thank you so much for still supporting us despite yesterdays hiccup. 🙏 Hi JJ. after the disappointment you've felt yesterday, we are glad to see that you have managed to join the promo. I believe the wait was indeed worthwhile since you have managed to purchase 7.5kg's of the illusive Musang King. Thank you so much for still supporting us despite yesterdays hiccup. 🙏 🙏 🙏 · Like · ·",2019-07-27T13:17:55Z
2394,JJ Ant,Grab I have always like GRAB'S services and the Durainfest campaign is good and there room for further improvement for next year with removal of distance based criteria.It is just too expensive for One's to spend RM 50 - 65  on return taxi fares alone  just to participate in this offer excluding the cost to buy the durain which work out to well over RM 200 to buy 7.5 kgs including travelling cost. Grab I have always like GRAB'S services and the Durainfest campaign is good and there room for further improvement for next year with removal of distance based criteria.It is just too expensive for One's to spend RM 50 - 65  on return taxi fares alone  just to participate in this offer excluding the cost to buy the durain which work out to well over RM 200 to buy 7.5 kgs including travelling cost. I have always like GRAB'S services and the Durainfest campaign is good and there room for further improvement for next year with removal of distance based criteria. It is just too expensive for One's to spend RM 50 - 65  on return taxi fares alone  just to participate in this offer excluding the cost to buy the durain which work out to well over RM 200 to buy 7.5 kgs including travelling cost. · Like · ·,2019-07-27T13:30:26Z
2395,Grab,Author  We will see what we can do to perhaps implement what you have advised for future iterations of the promotion. Just need to ask something. Was the durian worth it? 😉 We will see what we can do to perhaps implement what you have advised for future iterations of the promotion. Just need to ask something. Was the durian worth it? 😉 We will see what we can do to perhaps implement what you have advised for future iterations of the promotion. Just need to ask something. Was the durian worth it? 😉 😉 😉 · Like · ·,2019-07-27T14:05:15Z
2396,JJ Ant,"Grab yes, as I went to the event yesterday and bought for myself some more MK Durain tho it is a bit longer distance one's would travel for other than a true durain lover.A good campaign and well done and good jobs guys.…See more Grab yes, as I went to the event yesterday and bought for myself some more MK Durain tho it is a bit longer distance one's would travel for other than a true durain lover.A good campaign and well done and good jobs guys.…See more Grab yes, as I went to the event yesterday and bought for myself some more MK Durain tho it is a bit longer distance one's would travel for other than a true durain lover.A good campaign and well done and good jobs guys. yes, as I went to the event yesterday and bought for myself some more MK Durain tho it is a bit longer distance one's would travel for other than a true durain lover. A good campaign and well done and good jobs guys. … · Like · ·",2019-07-28T16:51:21Z
2397,JJ Ant,"The offer on RM for 300 gram is also distance based according to Grab, so if one's is more than 7.5 km from DurainSS2, you will NOT be able take up the offer.More like a CON Offer and creating awareness than will actually deliver. The offer on RM for 300 gram is also distance based according to Grab, so if one's is more than 7.5 km from DurainSS2, you will NOT be able take up the offer.More like a CON Offer and creating awareness than will actually deliver. The offer on RM for 300 gram is also distance based according to Grab, so if one's is more than 7.5 km from DurainSS2, you will NOT be able take up the offer. More like a CON Offer and creating awareness than will actually deliver. 3 3  3 · Like · ·",2019-07-26T15:51:38Z
2398,Grab,"Author  Oh dear, we are truly sorry about that JJ. :( To keep your food fresh and ensure speedy deliveries, we limit the available restaurants to those within a given distance from your location. But we thank you for your feedback & we will relay this to the team so we can improve better in our future campaigns. Oh dear, we are truly sorry about that JJ. :( To keep your food fresh and ensure speedy deliveries, we limit the available restaurants to those within a given distance from your location. But we thank you for your feedback & we will relay this to the team so we can improve better in our future campaigns. Oh dear, we are truly sorry about that JJ. :( To keep your food fresh and ensure speedy deliveries, we limit the available restaurants to those within a given distance from your location. But we thank you for your feedback & we will relay this to the team so we can improve better in our future campaigns. :( :( · Like · ·",2019-07-27T02:36:26Z
